order_id,order_date,month,month_num,region,customer_lat,customer_lon,product_category,demand_units,weight_kg,order_value_usd,shipping_mode,dist_wh1_km,cost_wh1_usd,lead_wh1_days,service_met_wh1,dist_wh2_atlanta_km,dist_wh3_la_km,dist_wh4_dallas_km,wh_assigned_s1,dist_s1_km,cost_s1_usd,lead_s1_days,service_met_s1,wh_assigned_s2,dist_s2_km,cost_s2_usd,lead_s2_days,service_met_s2
ORD-10835,2025-01-18 01:00:00,Jan,1,Southeast,32.1912,-89.7641,Beauty,1,14.68,374.82,Standard Ground,1093.6,25.02,3.2,0,530.5,2651.7,662.7,WH1_CHICAGO,1093.6,23.68,3.8,0,WH2_ATLANTA,530.5,17.76,2.1,0
ORD-10836,2025-01-18 01:00:00,Jan,1,Northeast,40.9551,-71.6632,Apparel,3,39.33,1423.73,Standard Ground,1333.4,39.3,4.3,0,1378.6,4130.3,2403.0,WH1_CHICAGO,1333.4,36.4,4.1,0,WH1_CHICAGO,1333.4,37.63,4.0,0
ORD-10837,2025-01-18 02:00:00,Jan,1,Southwest,34.0333,-99.6123,Beauty,5,63.04,2557.71,Standard Ground,1363.2,51.62,5.1,0,1404.3,1714.3,296.3,WH1_CHICAGO,1363.2,51.45,4.3,0,WH1_CHICAGO,1363.2,49.47,4.0,0
ORD-10838,2025-01-18 03:00:00,Jan,1,Northeast,38.4469,-73.946,Home & Kitchen,1,0.56,44.09,Standard Ground,1222.2,20.02,4.4,0,1072.8,3964.1,2153.3,WH1_CHICAGO,1222.2,21.1,3.5,0,WH2_ATLANTA,1072.8,16.36,3.1,0
ORD-10839,2025-01-18 03:00:00,Jan,1,Southeast,35.6244,-82.0354,Apparel,3,13.66,607.72,Standard Ground,847.4,21.82,3.2,0,299.6,3290.5,1392.5,WH1_CHICAGO,847.4,22.21,2.8,0,WH2_ATLANTA,299.6,15.51,1.7,1
ORD-10840,2025-01-18 04:00:00,Jan,1,West Coast,37.2233,-117.2163,Beauty,1,3.49,154.24,Standard Ground,2575.5,34.56,7.0,0,2982.3,364.6,1920.2,WH3_LOS_ANGELES,364.6,9.57,2.0,1,WH1_CHICAGO,2575.5,36.49,6.5,0
ORD-10841,2025-01-18 05:00:00,Jan,1,Midwest,40.0217,-88.6599,Home & Kitchen,3,36.27,994.31,Economy Saver,223.8,18.09,1.4,1,794.0,2694.9,1085.0,WH1_CHICAGO,223.8,16.39,1.0,1,WH1_CHICAGO,223.8,16.43,1.8,1
ORD-10842,2025-01-18 05:00:00,Jan,1,West Coast,40.5865,-119.8936,Footwear,3,3.2,115.95,Express Air,2685.9,81.72,7.0,0,3213.4,741.0,2226.7,WH3_LOS_ANGELES,741.0,29.98,2.7,0,WH1_CHICAGO,2685.9,81.83,7.0,0
ORD-10843,2025-01-18 06:00:00,Jan,1,Midwest,38.9653,-90.0081,Apparel,2,22.63,726.7,Express Air,381.3,39.76,2.2,0,767.6,2571.0,920.1,WH1_CHICAGO,381.3,42.58,1.9,1,WH1_CHICAGO,381.3,39.62,1.7,1
ORD-10844,2025-01-18 06:00:00,Jan,1,Northwest,44.5927,-121.2857,Footwear,1,9.17,320.62,Economy Saver,2723.6,30.07,6.5,0,3367.3,1200.7,2484.0,WH3_LOS_ANGELES,1200.7,16.5,3.5,0,WH1_CHICAGO,2723.6,31.82,7.0,0
ORD-10845,2025-01-18 07:00:00,Jan,1,Midwest,39.7081,-87.1869,Home & Kitchen,5,15.52,696.81,Economy Saver,244.2,15.15,1.4,1,707.9,2818.0,1154.9,WH1_CHICAGO,244.2,11.89,2.0,1,WH1_CHICAGO,244.2,10.44,1.6,1
ORD-10846,2025-01-18 07:00:00,Jan,1,Northeast,39.3751,-79.3084,Apparel,4,39.49,1545.71,Standard Ground,755.0,33.21,2.9,0,772.5,3493.2,1730.6,WH1_CHICAGO,755.0,31.07,2.6,0,WH1_CHICAGO,755.0,32.52,2.4,0
ORD-10847,2025-01-18 07:00:00,Jan,1,Midwest,42.1132,-87.5546,Grocery,1,4.61,106.82,Standard Ground,26.9,8.83,1.0,1,970.4,2813.8,1318.7,WH1_CHICAGO,26.9,9.23,1.4,1,WH1_CHICAGO,26.9,5.94,1.0,1
ORD-10848,2025-01-18 08:00:00,Jan,1,Northwest,46.7766,-123.346,Electronics,5,13.49,481.81,Economy Saver,2867.0,33.39,7.0,0,3563.3,1478.5,2730.1,WH3_LOS_ANGELES,1478.5,21.64,4.5,0,WH1_CHICAGO,2867.0,34.63,7.0,0
ORD-10849,2025-01-18 08:00:00,Jan,1,Southeast,32.085,-81.2956,Apparel,4,22.57,839.92,Standard Ground,1224.8,29.21,3.6,0,342.8,3431.3,1455.6,WH1_CHICAGO,1224.8,27.97,3.4,0,WH2_ATLANTA,342.8,18.24,1.3,1
ORD-10850,2025-01-18 08:00:00,Jan,1,Southeast,37.1418,-82.4665,Electronics,3,41.68,1088.99,Express Air,687.9,64.65,2.6,0,415.5,3233.9,1391.5,WH1_CHICAGO,687.9,67.49,2.5,0,WH2_ATLANTA,415.5,59.31,2.1,0
ORD-10851,2025-01-18 08:00:00,Jan,1,Midwest,42.3492,-88.9648,Home & Kitchen,5,47.28,938.55,Standard Ground,121.9,26.75,1.9,1,1036.4,2703.5,1267.4,WH1_CHICAGO,121.9,25.82,1.6,1,WH1_CHICAGO,121.9,28.04,1.0,1
ORD-10852,2025-01-18 09:00:00,Jan,1,West Coast,32.6409,-117.5651,Electronics,2,17.26,453.09,Express Air,2823.6,96.08,7.0,0,3076.2,169.1,1940.0,WH3_LOS_ANGELES,169.1,30.65,1.5,1,WH1_CHICAGO,2823.6,96.9,7.0,0
ORD-10853,2025-01-18 09:00:00,Jan,1,Northeast,42.3351,-72.2231,Footwear,2,22.19,484.01,Standard Ground,1270.3,28.02,4.0,0,1427.9,4074.2,2401.0,WH1_CHICAGO,1270.3,28.95,4.1,0,WH1_CHICAGO,1270.3,29.17,3.9,0
ORD-10854,2025-01-18 09:00:00,Jan,1,Southwest,31.6361,-95.2088,Electronics,3,19.75,658.3,Standard Ground,1322.6,29.17,4.1,0,1039.0,2164.0,196.0,WH1_CHICAGO,1322.6,28.82,3.9,0,WH2_ATLANTA,1039.0,26.46,3.0,0
ORD-10855,2025-01-18 10:00:00,Jan,1,Northeast,42.3088,-69.9496,Footwear,4,35.38,1005.89,Standard Ground,1457.0,36.78,4.6,0,1579.1,4261.0,2579.1,WH1_CHICAGO,1457.0,38.64,3.8,0,WH1_CHICAGO,1457.0,38.31,3.8,0
ORD-10856,2025-01-18 10:00:00,Jan,1,Midwest,43.4771,-87.8085,Home & Kitchen,4,16.65,759.06,Economy Saver,178.4,10.99,1.0,1,1121.5,2819.6,1424.2,WH1_CHICAGO,178.4,10.27,1.3,1,WH1_CHICAGO,178.4,8.23,1.3,1
ORD-10857,2025-01-18 10:00:00,Jan,1,Midwest,38.8835,-87.533,Grocery,2,14.86,684.26,Express Air,333.1,31.76,1.6,1,636.6,2784.5,1075.4,WH1_CHICAGO,333.1,31.66,2.1,0,WH1_CHICAGO,333.1,32.01,2.2,0
ORD-10858,2025-01-18 11:00:00,Jan,1,Southeast,34.3645,-80.3729,Apparel,2,23.45,950.12,Standard Ground,1048.4,27.97,3.7,0,376.1,3462.1,1530.2,WH1_CHICAGO,1048.4,29.59,2.9,0,WH2_ATLANTA,376.1,22.52,2.2,0
ORD-10859,2025-01-18 11:00:00,Jan,1,Southeast,36.7786,-82.7855,Electronics,1,11.02,407.88,Standard Ground,703.4,18.97,3.1,0,366.9,3209.2,1353.3,WH1_CHICAGO,703.4,17.43,2.3,0,WH2_ATLANTA,366.9,14.36,1.8,1
ORD-10860,2025-01-18 11:00:00,Jan,1,Midwest,45.702,-93.2779,Electronics,3,36.44,756.31,Standard Ground,621.3,28.32,2.8,0,1528.9,2477.6,1468.4,WH1_CHICAGO,621.3,30.69,2.3,0,WH1_CHICAGO,621.3,27.87,2.3,0
ORD-10861,2025-01-18 12:00:00,Jan,1,West Coast,37.5484,-121.097,Home & Kitchen,5,45.06,1142.9,Standard Ground,2884.1,57.79,7.0,0,3322.6,466.1,2264.9,WH3_LOS_ANGELES,466.1,29.65,2.0,1,WH1_CHICAGO,2884.1,57.68,7.0,0
ORD-10862,2025-01-18 12:00:00,Jan,1,Southeast,29.6041,-83.1053,Apparel,1,12.74,362.59,Standard Ground,1424.0,27.03,4.1,0,476.6,3339.9,1348.2,WH1_CHICAGO,1424.0,28.03,3.9,0,WH2_ATLANTA,476.6,16.13,2.1,0
ORD-10863,2025-01-18 12:00:00,Jan,1,Southeast,30.5942,-82.9843,Grocery,1,2.16,116.55,Express Air,1321.5,46.38,3.5,0,374.8,3319.0,1328.3,WH1_CHICAGO,1321.5,45.07,3.6,0,WH2_ATLANTA,374.8,22.33,1.5,1
ORD-10864,2025-01-18 13:00:00,Jan,1,Southeast,33.8765,-79.1444,Electronics,1,13.87,555.91,Express Air,1159.0,52.8,3.7,0,484.6,3583.4,1642.6,WH1_CHICAGO,1159.0,52.6,3.3,0,WH2_ATLANTA,484.6,36.31,2.0,1
ORD-10865,2025-01-18 14:00:00,Jan,1,Northeast,37.9863,-71.7289,Electronics,4,9.33,402.77,Standard Ground,1420.7,26.75,4.4,0,1232.8,4162.9,2337.4,WH1_CHICAGO,1420.7,24.44,4.2,0,WH2_ATLANTA,1232.8,22.76,4.0,0
ORD-10866,2025-01-18 14:00:00,Jan,1,Southeast,34.0158,-79.4135,Electronics,4,39.98,1735.32,Express Air,1131.7,76.52,3.8,0,460.1,3556.0,1617.7,WH1_CHICAGO,1131.7,76.52,3.8,0,WH2_ATLANTA,460.1,57.59,1.9,1
ORD-10867,2025-01-18 14:00:00,Jan,1,Midwest,40.6365,-91.9967,Electronics,4,38.25,1090.56,Express Air,390.2,57.16,1.4,1,1019.3,2422.4,972.7,WH1_CHICAGO,390.2,56.22,2.0,1,WH1_CHICAGO,390.2,55.41,1.5,1
ORD-10868,2025-01-18 14:00:00,Jan,1,Midwest,39.065,-91.8754,Grocery,4,44.08,872.06,Standard Ground,476.1,30.2,2.2,0,892.9,2411.0,827.5,WH1_CHICAGO,476.1,31.34,2.4,0,WH1_CHICAGO,476.1,30.81,2.6,0
ORD-10869,2025-01-18 14:00:00,Jan,1,Southwest,32.9556,-92.5692,Electronics,5,23.18,960.72,Standard Ground,1083.3,26.43,3.1,0,764.8,2377.4,395.3,WH1_CHICAGO,1083.3,28.41,3.5,0,WH2_ATLANTA,764.8,24.43,2.6,0
ORD-10870,2025-01-18 15:00:00,Jan,1,Northwest,45.1526,-120.7417,Home & Kitchen,4,40.15,1835.85,Economy Saver,2675.7,40.7,6.5,0,3334.5,1252.5,2470.9,WH3_LOS_ANGELES,1252.5,30.68,3.7,0,WH1_CHICAGO,2675.7,41.36,7.0,0
ORD-10871,2025-01-18 15:00:00,Jan,1,Northeast,37.9578,-73.5492,Apparel,5,6.31,263.63,Express Air,1275.6,45.39,3.9,0,1082.2,4005.4,2178.8,WH1_CHICAGO,1275.6,47.04,3.2,0,WH2_ATLANTA,1082.2,44.24,3.2,0
ORD-10872,2025-01-18 17:00:00,Jan,1,Northeast,41.9034,-77.6203,Beauty,3,16.68,397.18,Standard Ground,828.1,21.11,3.3,0,1083.3,3630.1,1969.1,WH1_CHICAGO,828.1,20.64,2.9,0,WH1_CHICAGO,828.1,20.89,2.8,0
ORD-10873,2025-01-18 18:00:00,Jan,1,West Coast,35.9903,-118.0682,Apparel,1,10.39,316.52,Standard Ground,2697.5,41.36,6.9,0,3067.5,216.1,1980.3,WH3_LOS_ANGELES,216.1,10.15,1.7,1,WH1_CHICAGO,2697.5,40.66,7.0,0
ORD-10874,2025-01-18 18:00:00,Jan,1,Northeast,35.4192,-70.6614,Home & Kitchen,2,14.18,418.65,Standard Ground,1635.3,29.62,4.4,0,1269.2,4308.0,2417.3,WH1_CHICAGO,1635.3,31.3,4.6,0,WH2_ATLANTA,1269.2,25.42,4.3,0
ORD-10875,2025-01-18 18:00:00,Jan,1,Midwest,42.2074,-85.8498,Home & Kitchen,1,14.95,525.27,Standard Ground,151.5,12.07,1.5,1,949.2,2954.5,1423.2,WH1_CHICAGO,151.5,12.21,1.6,1,WH1_CHICAGO,151.5,10.18,1.6,1
ORD-10876,2025-01-18 18:00:00,Jan,1,Midwest,40.6746,-93.1682,Apparel,5,37.66,1430.79,Standard Ground,481.7,25.87,2.2,0,1093.2,2325.8,935.6,WH1_CHICAGO,481.7,28.81,2.2,0,WH1_CHICAGO,481.7,27.39,2.5,0
ORD-10877,2025-01-18 19:00:00,Jan,1,West Coast,37.8352,-119.6652,Electronics,4,41.06,1065.58,Express Air,2754.8,118.15,6.2,0,3195.0,439.7,2143.9,WH3_LOS_ANGELES,439.7,59.57,2.3,0,WH1_CHICAGO,2754.8,118.3,7.0,0
ORD-10878,2025-01-18 19:00:00,Jan,1,West Coast,36.5803,-117.3248,Apparel,5,60.29,2569.93,Economy Saver,2610.7,46.42,6.3,0,2995.9,293.2,1920.1,WH3_LOS_ANGELES,293.2,29.4,1.6,1,WH1_CHICAGO,2610.7,47.22,6.5,0
ORD-10879,2025-01-18 19:00:00,Jan,1,Midwest,43.0241,-82.2363,Grocery,2,26.42,829.4,Economy Saver,460.4,15.42,2.0,1,1048.2,3258.4,1707.3,WH1_CHICAGO,460.4,16.34,2.3,0,WH1_CHICAGO,460.4,16.4,1.9,1
ORD-10880,2025-01-18 20:00:00,Jan,1,Northeast,40.9769,-75.728,Beauty,1,8.84,367.35,Standard Ground,996.5,23.36,3.8,0,1108.7,3789.6,2076.8,WH1_CHICAGO,996.5,17.91,2.9,0,WH1_CHICAGO,996.5,20.58,2.8,0
ORD-10881,2025-01-18 21:00:00,Jan,1,Northeast,40.3608,-72.9608,Apparel,1,11.45,512.22,Standard Ground,1238.8,22.16,3.5,0,1250.8,4026.7,2280.7,WH1_CHICAGO,1238.8,23.78,3.4,0,WH1_CHICAGO,1238.8,24.69,3.4,0
ORD-10882,2025-01-18 21:00:00,Jan,1,West Coast,39.0396,-122.4341,Grocery,3,38.45,1582.08,Standard Ground,2941.2,55.4,7.0,0,3430.4,668.9,2402.4,WH3_LOS_ANGELES,668.9,27.59,2.4,0,WH1_CHICAGO,2941.2,58.0,7.0,0
ORD-10883,2025-01-18 21:00:00,Jan,1,Midwest,41.5171,-83.1714,Apparel,5,13.46,476.94,Standard Ground,372.3,14.09,2.0,1,870.4,3168.2,1546.9,WH1_CHICAGO,372.3,15.19,1.5,1,WH1_CHICAGO,372.3,14.8,1.9,1
ORD-10884,2025-01-18 21:00:00,Jan,1,Midwest,41.0196,-85.207,Electronics,3,12.48,313.01,Express Air,223.3,28.02,1.8,1,811.7,2994.7,1377.0,WH1_CHICAGO,223.3,27.41,1.3,1,WH1_CHICAGO,223.3,27.6,1.5,1
ORD-10885,2025-01-18 22:00:00,Jan,1,West Coast,37.7328,-117.5883,Grocery,4,3.33,153.73,Express Air,2586.7,75.31,6.6,0,3013.0,413.5,1961.9,WH3_LOS_ANGELES,413.5,20.22,2.1,0,WH1_CHICAGO,2586.7,76.74,7.0,0
ORD-10886,2025-01-18 22:00:00,Jan,1,Midwest,39.8805,-90.4162,Home & Kitchen,3,29.18,1040.85,Economy Saver,322.8,15.92,1.7,1,867.2,2544.4,974.4,WH1_CHICAGO,322.8,18.9,1.6,1,WH1_CHICAGO,322.8,17.81,1.7,1
ORD-10887,2025-01-18 22:00:00,Jan,1,West Coast,36.5507,-122.5644,Apparel,1,8.89,279.68,Standard Ground,3045.6,44.78,7.0,0,3462.2,480.5,2386.3,WH3_LOS_ANGELES,480.5,12.96,1.8,1,WH1_CHICAGO,3045.6,43.97,7.0,0
ORD-10888,2025-01-18 22:00:00,Jan,1,Northeast,40.2145,-73.3678,Electronics,1,12.57,428.97,Express Air,1208.8,50.75,3.4,0,1212.9,3993.7,2243.2,WH1_CHICAGO,1208.8,52.51,3.5,0,WH1_CHICAGO,1208.8,53.98,3.3,0
ORD-10889,2025-01-19 00:00:00,Jan,1,Midwest,45.0693,-86.7918,Beauty,1,7.24,275.45,Standard Ground,361.2,13.41,1.6,1,1275.4,2937.2,1615.0,WH1_CHICAGO,361.2,11.98,1.6,1,WH1_CHICAGO,361.2,9.49,1.9,1
ORD-10890,2025-01-19 00:00:00,Jan,1,Northeast,41.8254,-71.0888,Home & Kitchen,4,36.31,578.43,Economy Saver,1367.9,28.3,3.8,0,1470.9,4170.8,2474.1,WH1_CHICAGO,1367.9,29.58,4.4,0,WH1_CHICAGO,1367.9,28.5,3.8,0
ORD-10891,2025-01-19 01:00:00,Jan,1,West Coast,34.0884,-119.8302,Electronics,5,62.57,2159.14,Standard Ground,2932.4,67.69,7.0,0,3253.9,146.2,2137.8,WH3_LOS_ANGELES,146.2,34.61,1.0,1,WH1_CHICAGO,2932.4,67.92,7.0,0
ORD-10892,2025-01-19 01:00:00,Jan,1,Southwest,36.8508,-97.2374,Apparel,1,1.07,61.91,Standard Ground,996.3,17.0,3.5,0,1214.9,1924.0,454.8,WH1_CHICAGO,996.3,16.2,3.5,0,WH1_CHICAGO,996.3,15.79,3.7,0
ORD-10893,2025-01-19 02:00:00,Jan,1,Southwest,34.2329,-94.1088,Apparel,2,4.12,116.77,Standard Ground,1021.3,18.89,3.2,0,897.5,2216.0,297.2,WH1_CHICAGO,1021.3,17.37,3.1,0,WH2_ATLANTA,897.5,15.44,3.4,0
ORD-10894,2025-01-19 02:00:00,Jan,1,Northeast,38.0394,-73.2238,Home & Kitchen,5,24.53,728.3,Standard Ground,1298.0,29.83,3.9,0,1112.0,4032.4,2208.3,WH1_CHICAGO,1298.0,28.7,4.1,0,WH2_ATLANTA,1112.0,29.58,3.5,0
ORD-10895,2025-01-19 03:00:00,Jan,1,West Coast,36.8669,-118.8401,Grocery,3,11.62,455.55,Express Air,2724.2,88.95,6.5,0,3128.4,317.6,2057.9,WH3_LOS_ANGELES,317.6,29.39,1.6,1,WH1_CHICAGO,2724.2,86.66,6.7,0
ORD-10896,2025-01-19 03:00:00,Jan,1,Northeast,39.3426,-76.7923,Electronics,5,15.1,327.88,Express Air,956.5,49.77,3.6,0,919.8,3709.4,1935.5,WH1_CHICAGO,956.5,46.54,3.0,0,WH2_ATLANTA,919.8,44.59,3.0,0
ORD-10897,2025-01-19 03:00:00,Jan,1,Northeast,39.8432,-74.2445,Beauty,4,3.65,179.94,Standard Ground,1146.9,18.13,3.5,0,1127.9,3922.7,2160.7,WH1_CHICAGO,1146.9,21.83,3.7,0,WH2_ATLANTA,1127.9,18.57,2.8,0
ORD-10898,2025-01-19 04:00:00,Jan,1,Southwest,34.37,-91.5481,Grocery,4,59.06,1024.4,Express Air,902.2,88.57,3.1,0,663.0,2447.9,517.5,WH1_CHICAGO,902.2,88.75,2.6,0,WH2_ATLANTA,663.0,83.03,2.2,0
ORD-10899,2025-01-19 04:00:00,Jan,1,Midwest,44.2932,-85.4194,Apparel,5,51.2,895.39,Economy Saver,323.0,23.09,2.0,1,1175.8,3025.0,1615.0,WH1_CHICAGO,323.0,22.99,1.6,1,WH1_CHICAGO,323.0,22.09,1.5,1
ORD-10900,2025-01-19 05:00:00,Jan,1,Midwest,39.4913,-89.2267,Apparel,3,30.73,644.0,Express Air,297.6,48.69,1.3,1,770.5,2642.0,1009.0,WH1_CHICAGO,297.6,47.99,1.4,1,WH1_CHICAGO,297.6,46.61,1.8,1
ORD-10901,2025-01-19 06:00:00,Jan,1,Northeast,41.0779,-75.5811,Home & Kitchen,1,11.04,251.14,Standard Ground,1006.9,21.72,3.8,0,1125.3,3801.4,2092.1,WH1_CHICAGO,1006.9,21.46,3.5,0,WH1_CHICAGO,1006.9,20.51,2.7,0
ORD-10902,2025-01-19 07:00:00,Jan,1,Midwest,42.6544,-85.8385,Grocery,1,14.28,512.1,Express Air,170.8,25.69,1.0,1,998.3,2961.9,1458.8,WH1_CHICAGO,170.8,25.5,1.2,1,WH1_CHICAGO,170.8,27.62,1.4,1
ORD-10903,2025-01-19 07:00:00,Jan,1,Midwest,42.5726,-84.9246,Electronics,3,22.12,894.0,Economy Saver,235.7,14.09,1.5,1,982.3,3034.9,1506.4,WH1_CHICAGO,235.7,11.29,1.7,1,WH1_CHICAGO,235.7,15.58,1.2,1
ORD-10904,2025-01-19 07:00:00,Jan,1,Southeast,31.8099,-79.7015,Apparel,3,30.46,1150.05,Economy Saver,1321.9,25.24,3.4,0,488.2,3584.6,1608.7,WH1_CHICAGO,1321.9,24.7,4.1,0,WH2_ATLANTA,488.2,20.17,2.2,0
ORD-10905,2025-01-19 08:00:00,Jan,1,Southeast,32.2696,-85.3228,Electronics,1,13.32,320.56,Standard Ground,1087.7,22.1,3.7,0,186.2,3057.7,1076.7,WH1_CHICAGO,1087.7,23.93,3.6,0,WH2_ATLANTA,186.2,11.21,1.7,1
ORD-10906,2025-01-19 08:00:00,Jan,1,Southwest,33.0642,-93.3524,Home & Kitchen,5,35.76,1509.52,Standard Ground,1101.9,34.48,3.4,0,835.3,2303.4,323.1,WH1_CHICAGO,1101.9,33.93,3.5,0,WH2_ATLANTA,835.3,30.81,2.4,0
ORD-10907,2025-01-19 08:00:00,Jan,1,Southwest,32.976,-96.9376,Footwear,3,26.27,548.11,Standard Ground,1284.9,29.92,3.8,0,1167.9,1975.3,25.8,WH1_CHICAGO,1284.9,30.21,3.7,0,WH2_ATLANTA,1167.9,30.53,3.2,0
ORD-10908,2025-01-19 08:00:00,Jan,1,Northeast,41.2583,-73.6589,Electronics,4,14.28,509.3,Economy Saver,1163.0,17.91,3.1,0,1260.3,3961.2,2251.1,WH1_CHICAGO,1163.0,17.69,3.3,0,WH1_CHICAGO,1163.0,18.07,4.2,0
ORD-10909,2025-01-19 09:00:00,Jan,1,Northeast,38.6733,-77.1066,Apparel,4,34.21,1068.52,Standard Ground,960.4,31.18,3.5,0,851.9,3688.2,1889.9,WH1_CHICAGO,960.4,29.05,3.2,0,WH2_ATLANTA,851.9,28.97,2.7,0
ORD-10910,2025-01-19 09:00:00,Jan,1,Northeast,40.5581,-73.8004,Beauty,4,39.55,1346.13,Express Air,1164.7,77.18,4.0,0,1204.1,3954.2,2217.7,WH1_CHICAGO,1164.7,75.94,3.7,0,WH1_CHICAGO,1164.7,77.55,3.6,0
ORD-10911,2025-01-19 09:00:00,Jan,1,Southeast,33.8249,-80.4717,Beauty,1,2.2,71.55,Standard Ground,1093.1,17.06,3.1,0,362.0,3464.4,1520.1,WH1_CHICAGO,1093.1,16.83,3.6,0,WH2_ATLANTA,362.0,10.59,1.3,1
ORD-10912,2025-01-19 10:00:00,Jan,1,Northeast,40.3121,-72.5926,Home & Kitchen,5,41.48,1348.86,Express Air,1270.4,81.91,3.1,0,1274.5,4058.3,2309.7,WH1_CHICAGO,1270.4,79.05,3.9,0,WH1_CHICAGO,1270.4,81.14,3.8,0
ORD-10913,2025-01-19 10:00:00,Jan,1,West Coast,36.1385,-115.8533,Electronics,3,9.94,282.73,Express Air,2508.2,83.2,6.9,0,2867.8,318.0,1783.6,WH3_LOS_ANGELES,318.0,26.78,2.3,0,WH1_CHICAGO,2508.2,81.46,6.3,0
ORD-10914,2025-01-19 11:00:00,Jan,1,Northeast,40.8453,-68.1482,Electronics,1,11.39,452.76,Express Air,1626.4,60.04,4.8,0,1635.2,4425.5,2689.1,WH1_CHICAGO,1626.4,60.94,4.9,0,WH1_CHICAGO,1626.4,62.51,4.5,0
ORD-10915,2025-01-19 11:00:00,Jan,1,Southeast,34.5744,-83.141,Electronics,1,13.44,419.49,Standard Ground,901.5,20.55,2.6,0,146.9,3208.0,1278.3,WH1_CHICAGO,901.5,21.08,2.9,0,WH2_ATLANTA,146.9,13.96,1.3,1
ORD-10916,2025-01-19 11:00:00,Jan,1,Southeast,31.8212,-86.8287,Home & Kitchen,1,14.92,276.03,Express Air,1120.5,51.11,3.9,0,313.0,2930.8,942.6,WH1_CHICAGO,1120.5,52.22,3.9,0,WH2_ATLANTA,313.0,32.7,1.8,1
ORD-10917,2025-01-19 12:00:00,Jan,1,Northeast,38.9154,-76.199,Apparel,5,4.98,153.35,Express Air,1021.6,41.34,3.5,0,931.0,3764.2,1972.7,WH1_CHICAGO,1021.6,39.33,2.7,0,WH2_ATLANTA,931.0,38.76,2.9,0
ORD-10918,2025-01-19 12:00:00,Jan,1,Northwest,46.5922,-123.0523,Grocery,1,8.49,165.29,Standard Ground,2845.5,43.98,7.0,0,3537.8,1452.0,2701.1,WH3_LOS_ANGELES,1452.0,26.21,4.4,0,WH1_CHICAGO,2845.5,42.04,7.0,0
ORD-10919,2025-01-19 12:00:00,Jan,1,West Coast,36.9673,-116.936,Home & Kitchen,4,35.37,1359.21,Express Air,2562.6,109.98,6.0,0,2958.8,345.1,1891.4,WH3_LOS_ANGELES,345.1,51.64,1.5,1,WH1_CHICAGO,2562.6,108.82,7.0,0
ORD-10920,2025-01-19 13:00:00,Jan,1,Midwest,41.3244,-81.7625,Electronics,4,52.98,1205.98,Standard Ground,491.6,34.93,2.1,0,873.4,3284.4,1634.3,WH1_CHICAGO,491.6,35.03,2.2,0,WH1_CHICAGO,491.6,33.51,2.5,0
ORD-10921,2025-01-19 15:00:00,Jan,1,Southwest,29.6484,-97.4518,Electronics,3,26.26,550.81,Express Air,1620.6,74.9,4.9,0,1316.1,2020.0,353.4,WH1_CHICAGO,1620.6,73.34,4.3,0,WH2_ATLANTA,1316.1,68.26,3.4,0
ORD-10922,2025-01-19 16:00:00,Jan,1,Southeast,32.6135,-79.6905,Apparel,3,6.4,294.75,Standard Ground,1245.8,23.86,4.0,0,455.0,3564.0,1599.1,WH1_CHICAGO,1245.8,23.29,4.2,0,WH2_ATLANTA,455.0,11.89,2.6,0
ORD-10923,2025-01-19 17:00:00,Jan,1,Southwest,27.5204,-101.3293,Home & Kitchen,5,51.79,1668.23,Standard Ground,2023.6,49.58,5.8,0,1759.7,1768.4,728.9,WH3_LOS_ANGELES,1768.4,51.01,4.9,0,WH2_ATLANTA,1759.7,51.64,4.8,0
ORD-10924,2025-01-19 18:00:00,Jan,1,West Coast,36.2316,-116.3972,Footwear,3,17.93,768.23,Express Air,2549.0,88.6,6.4,0,2915.7,294.8,1833.3,WH3_LOS_ANGELES,294.8,32.18,1.2,1,WH1_CHICAGO,2549.0,90.54,6.1,0
ORD-10925,2025-01-19 19:00:00,Jan,1,Southeast,34.2969,-86.5546,Electronics,2,1.22,69.96,Standard Ground,848.2,15.22,3.3,0,208.8,2903.4,963.8,WH1_CHICAGO,848.2,15.39,2.8,0,WH2_ATLANTA,208.8,6.92,1.6,1
ORD-10926,2025-01-19 19:00:00,Jan,1,Midwest,39.1057,-82.981,Grocery,1,13.69,322.6,Express Air,499.4,32.31,1.7,1,608.8,3178.0,1426.8,WH1_CHICAGO,499.4,35.54,2.0,1,WH1_CHICAGO,499.4,33.28,2.2,0
ORD-10927,2025-01-19 19:00:00,Jan,1,Northeast,39.582,-76.3574,Home & Kitchen,4,30.25,739.98,Standard Ground,982.7,29.27,2.3,0,965.5,3744.7,1978.7,WH1_CHICAGO,982.7,29.09,3.4,0,WH2_ATLANTA,965.5,30.39,3.2,0
ORD-10928,2025-01-19 19:00:00,Jan,1,Southeast,37.0502,-79.4667,Apparel,2,23.27,1085.47,Standard Ground,882.1,24.12,2.7,0,577.5,3499.7,1647.3,WH1_CHICAGO,882.1,25.66,3.3,0,WH2_ATLANTA,577.5,21.88,2.6,0
ORD-10929,2025-01-19 19:00:00,Jan,1,West Coast,39.6851,-121.4001,Home & Kitchen,5,60.39,2438.31,Economy Saver,2835.4,51.22,6.9,0,3339.9,686.3,2327.7,WH3_LOS_ANGELES,686.3,29.85,2.2,0,WH1_CHICAGO,2835.4,49.09,7.0,0
